AREA,PERIMETER,MAJOR_AXIS,MINOR_AXIS,ECCENTRICITY,EQDIASQ,SOLIDITY,CONVEX_AREA,EXTENT,ASPECT_RATIO,ROUNDNESS,COMPACTNESS,SHAPEFACTOR_1,SHAPEFACTOR_2,SHAPEFACTOR_3,SHAPEFACTOR_4,class
15146,501.32,206.4579,94.7927,0.8884,138.8686,0.9725,15574,0.5772,2.178,0.7573,0.6726,0.0136,0.0063,0.4524,0.9854,Ipsala
15426,492.472,202.1658,98.6097,0.873,140.1463,0.9832,15689,0.7912,2.0502,0.7993,0.6932,0.0131,0.0064,0.4806,0.9852,Ipsala
14900,470.287,188.952,101.2305,0.8444,137.7362,0.9849,15129,0.6465,1.8666,0.8466,0.7289,0.0127,0.0068,0.5314,0.9918,Ipsala
16378,508.006,215.2996,97.3064,0.892,144.4061,0.9844,16638,0.6532,2.2126,0.7975,0.6707,0.0131,0.0059,0.4499,0.9954,Ipsala
12431,448.764,188.462,85.4057,0.8914,125.808,0.9844,12628,0.7914,2.2067,0.7757,0.6676,0.0152,0.0069,0.4456,0.9833,Ipsala
13871,468.498,190.2511,94.437,0.8681,132.8951,0.9733,14251,0.6408,2.0146,0.7941,0.6985,0.0137,0.0068,0.4879,0.983,Ipsala
13121,454.934,189.6803,88.8788,0.8834,129.2524,0.9828,13350,0.7164,2.1341,0.7967,0.6814,0.0145,0.0068,0.4643,0.991,Ipsala
14925,487.578,197.0751,98.2837,0.8668,137.8517,0.9735,15331,0.6598,2.0052,0.7889,0.6995,0.0132,0.0066,0.4893,0.9811,Ipsala
13324,466.24,188.6097,90.8308,0.8764,130.2484,0.9771,13636,0.6332,2.0765,0.7702,0.6906,0.0142,0.0068,0.4769,0.9903,Ipsala
12927,448.971,181.5875,91.6479,0.8633,128.2933,0.9813,13174,0.7936,1.9814,0.8059,0.7065,0.014,0.0071,0.4992,0.989,Ipsala
14600,494.779,203.7992,93.159,0.8894,136.3426,0.9672,15095,0.7658,2.1876,0.7494,0.669,0.014,0.0064,0.4476,0.9791,Ipsala
14194,475.776,195.2824,93.8194,0.877,134.4335,0.9749,14559,0.666,2.0815,0.788,0.6884,0.0138,0.0066,0.4739,0.9864,Ipsala
10673,415.502,176.3712,78.1775,0.8964,116.5731,0.9785,10908,0.6727,2.256,0.7769,0.661,0.0165,0.0073,0.4369,0.9856,Ipsala
16299,503.604,206.4473,101.5981,0.8705,144.0574,0.9805,16623,0.6831,2.032,0.8076,0.6978,0.0127,0.0062,0.4869,0.9894,Ipsala
14297,469.305,193.3236,95.1445,0.8705,134.9204,0.9883,14466,0.6241,2.0319,0.8157,0.6979,0.0135,0.0067,0.4871,0.9897,Ipsala
15802,502.441,206.0605,98.8391,0.8775,141.844,0.9775,16165,0.6171,2.0848,0.7866,0.6884,0.013,0.0063,0.4738,0.9879,Ipsala
14063,478.272,192.5471,95.2688,0.869,133.8117,0.9738,14442,0.7551,2.0211,0.7726,0.695,0.0137,0.0068,0.483,0.9761,Ipsala
15600,501.19,205.699,97.9285,0.8794,140.9345,0.9714,16060,0.6365,2.1005,0.7804,0.6851,0.0132,0.0063,0.4694,0.986,Ipsala
14751,490.123,204.8762,92.8237,0.8915,137.0458,0.9812,15033,0.7569,2.2072,0.7717,0.6689,0.0139,0.0063,0.4475,0.9876,Ipsala
15559,501.075,205.6384,97.9644,0.8792,140.7492,0.9768,15928,0.613,2.0991,0.7787,0.6844,0.0132,0.0063,0.4685,0.9834,Ipsala
12907,454.669,188.4025,88.4424,0.883,128.194,0.9776,13203,0.7343,2.1302,0.7846,0.6804,0.0146,0.0069,0.463,0.9863,Ipsala
12598,441.703,177.9163,91.5739,0.8574,126.6502,0.9751,12920,0.656,1.9429,0.8114,0.7119,0.0141,0.0073,0.5067,0.9845,Ipsala
11809,435.643,174.7575,88.3055,0.8629,122.6201,0.9693,12183,0.6241,1.979,0.7819,0.7017,0.0148,0.0075,0.4923,0.9743,Ipsala
12855,464.413,191.3998,87.4753,0.8895,127.9355,0.9676,13286,0.6104,2.188,0.749,0.6684,0.0149,0.0068,0.4468,0.9776,Ipsala
12283,431.84,177.8116,88.7445,0.8665,125.0568,0.989,12420,0.6283,2.0036,0.8277,0.7033,0.0145,0.0072,0.4946,0.9911,Ipsala
14747,488.47,199.7917,95.9022,0.8773,137.0272,0.9729,15157,0.6684,2.0833,0.7767,0.6859,0.0135,0.0065,0.4704,0.98,Ipsala
13461,468.221,189.7459,92.6821,0.8726,130.9163,0.9712,13860,0.6106,2.0473,0.7716,0.69,0.0141,0.0069,0.476,0.9746,Ipsala
13169,460.772,195.9969,86.1496,0.8982,129.4886,0.9815,13417,0.7492,2.2751,0.7795,0.6607,0.0149,0.0065,0.4365,0.993,Ipsala
11881,437.019,178.4972,85.8976,0.8766,122.9933,0.9753,12182,0.5943,2.078,0.7817,0.689,0.015,0.0072,0.4748,0.9866,Ipsala
16370,518.899,211.8145,100.0296,0.8815,144.3708,0.9715,16850,0.5847,2.1175,0.764,0.6816,0.0129,0.0061,0.4646,0.9837,Ipsala
12743,460.88,195.0836,84.4919,0.9013,127.377,0.9766,13048,0.7496,2.3089,0.7539,0.6529,0.0153,0.0066,0.4263,0.9843,Ipsala
12590,456.817,188.6522,86.0848,0.8898,126.61,0.9686,12998,0.5671,2.1915,0.7581,0.6711,0.015,0.0068,0.4504,0.9871,Ipsala
12623,455.169,185.0195,88.5872,0.8779,126.7758,0.9783,12903,0.5941,2.0886,0.7656,0.6852,0.0147,0.007,0.4695,0.9806,Ipsala
14243,482.98,203.7038,89.4254,0.8985,134.6653,0.9845,14467,0.6313,2.2779,0.7673,0.6611,0.0143,0.0063,0.437,0.9955,Ipsala
16500,527.376,214.9266,100.1458,0.8848,144.9429,0.9713,16987,0.5806,2.1461,0.7455,0.6744,0.013,0.0061,0.4548,0.976,Ipsala
13025,461.798,189.5099,89.0408,0.8827,128.7787,0.9717,13405,0.6506,2.1283,0.7675,0.6795,0.0145,0.0068,0.4618,0.9828,Ipsala
16190,509.188,209.4205,99.7709,0.8792,143.5749,0.9772,16567,0.6412,2.099,0.7847,0.6856,0.0129,0.0062,0.47,0.9866,Ipsala
11961,447.425,192.9818,79.7546,0.9106,123.4067,0.9852,12141,0.7032,2.4197,0.7508,0.6395,0.0161,0.0067,0.4089,0.9895,Ipsala
14575,468.456,185.7428,101.4378,0.8377,136.2258,0.9811,14856,0.6885,1.8311,0.8346,0.7334,0.0127,0.007,0.5379,0.9849,Ipsala
15749,505.563,204.1995,99.7901,0.8725,141.606,0.9695,16244,0.7248,2.0463,0.7743,0.6935,0.013,0.0063,0.4809,0.9841,Ipsala
12504,452.853,185.4363,87.0174,0.8831,126.1768,0.9732,12848,0.5967,2.131,0.7662,0.6804,0.0148,0.007,0.463,0.9866,Ipsala
14029,480.927,200.5288,90.409,0.8926,133.6498,0.9738,14406,0.6985,2.218,0.7622,0.6665,0.0143,0.0064,0.4442,0.9853,Ipsala
14004,482.143,202.4137,89.0287,0.8981,133.5307,0.972,14407,0.7676,2.2736,0.757,0.6597,0.0145,0.0064,0.4352,0.9894,Ipsala
12792,447.73,178.4352,93.1304,0.853,127.6216,0.9731,13145,0.7642,1.916,0.8019,0.7152,0.0139,0.0073,0.5115,0.9801,Ipsala
13361,464.884,191.1166,90.3178,0.8813,130.4291,0.9762,13687,0.6193,2.116,0.7769,0.6825,0.0143,0.0068,0.4657,0.9855,Ipsala
15472,497.359,209.084,94.9688,0.8909,140.3551,0.9815,15763,0.8037,2.2016,0.786,0.6713,0.0135,0.0061,0.4506,0.9921,Ipsala
16929,515.146,205.7048,106.9613,0.8542,146.8151,0.973,17399,0.6116,1.9232,0.8016,0.7137,0.0122,0.0063,0.5094,0.9796,Ipsala
9714,401.359,166.8949,75.5708,0.8916,111.2126,0.9699,10015,0.7654,2.2085,0.7578,0.6664,0.0172,0.0078,0.444,0.9806,Ipsala
11953,437.857,175.338,88.5956,0.863,123.3654,0.9671,12359,0.6735,1.9791,0.7835,0.7036,0.0147,0.0074,0.495,0.9797,Ipsala
12160,440.726,183.9512,85.5476,0.8853,124.4291,0.9839,12359,0.6607,2.1503,0.7867,0.6764,0.0151,0.007,0.4575,0.9839,Ipsala
15505,497.989,206.0263,97.0494,0.8821,140.5047,0.9766,15877,0.6957,2.1229,0.7857,0.682,0.0133,0.0063,0.4651,0.9873,Ipsala
13318,475.865,199.5301,86.3016,0.9016,130.2191,0.9708,13719,0.7281,2.312,0.7391,0.6526,0.015,0.0065,0.4259,0.9847,Ipsala
16768,516.69,209.4657,103.0406,0.8706,146.1153,0.9788,17131,0.6103,2.0328,0.7893,0.6976,0.0125,0.0061,0.4866,0.9892,Ipsala
15589,505.101,203.3639,98.9755,0.8736,140.8848,0.9683,16099,0.6462,2.0547,0.7678,0.6928,0.013,0.0063,0.4799,0.9861,Ipsala
13421,457.829,182.5691,95.2559,0.8531,130.7216,0.9655,13901,0.6707,1.9166,0.8046,0.716,0.0136,0.0071,0.5127,0.9826,Ipsala
14132,474.976,193.0682,94.9122,0.8708,134.1396,0.9716,14545,0.6114,2.0342,0.7872,0.6948,0.0137,0.0067,0.4827,0.9819,Ipsala
14781,488.348,202.6064,94.4937,0.8846,137.1851,0.9784,15107,0.6226,2.1441,0.7789,0.6771,0.0137,0.0064,0.4585,0.983,Ipsala
15877,517.695,215.5201,95.5396,0.8964,142.1803,0.9681,16400,0.7737,2.2558,0.7444,0.6597,0.0136,0.006,0.4352,0.9818,Ipsala
14675,481.388,195.3119,96.9918,0.868,136.6923,0.9807,14964,0.6077,2.0137,0.7958,0.6999,0.0133,0.0066,0.4898,0.9863,Ipsala
13917,470.685,188.1528,95.3782,0.862,133.1153,0.9708,14335,0.6065,1.9727,0.7894,0.7075,0.0135,0.0069,0.5005,0.9874,Ipsala
11809,440.678,179.0653,85.702,0.878,122.6201,0.9645,12244,0.6307,2.0894,0.7642,0.6848,0.0152,0.0073,0.4689,0.9798,Ipsala
14529,480.217,197.5181,94.6862,0.8776,136.0107,0.9786,14846,0.6628,2.086,0.7917,0.6886,0.0136,0.0065,0.4742,0.9891,Ipsala
13014,455.663,193.8288,86.0461,0.8961,128.7243,0.986,13199,0.6284,2.2526,0.7876,0.6641,0.0149,0.0066,0.441,0.9935,Ipsala
17361,537.857,227.67,98.3027,0.902,148.6765,0.9831,17660,0.799,2.316,0.7541,0.653,0.0131,0.0057,0.4265,0.9877,Ipsala
13028,452.098,185.8619,89.9262,0.8752,128.7935,0.977,13335,0.695,2.0668,0.801,0.693,0.0143,0.0069,0.4802,0.9925,Ipsala
11959,469.681,206.3039,74.2703,0.933,123.3964,0.974,12278,0.5543,2.7777,0.6812,0.5981,0.0173,0.0062,0.3578,0.9938,Ipsala
15291,514.003,211.1654,93.202,0.8973,139.5317,0.9788,15622,0.5959,2.2657,0.7273,0.6608,0.0138,0.0061,0.4366,0.9892,Ipsala
14878,490.924,200.0482,96.0658,0.8772,137.6345,0.9739,15277,0.5959,2.0824,0.7758,0.688,0.0134,0.0065,0.4734,0.9857,Ipsala
12768,453.103,182.872,90.4771,0.869,127.5019,0.9763,13078,0.6047,2.0212,0.7815,0.6972,0.0143,0.0071,0.4861,0.9825,Ipsala
13947,469.935,188.4773,96.3326,0.8595,133.2587,0.9705,14371,0.7328,1.9565,0.7936,0.707,0.0135,0.0069,0.4999,0.978,Ipsala
10305,406.57,168.8919,78.8129,0.8844,114.5458,0.9737,10583,0.7218,2.1429,0.7834,0.6782,0.0164,0.0076,0.46,0.9857,Ipsala
13994,477.434,196.4919,92.2068,0.8831,133.483,0.9725,14389,0.5762,2.131,0.7715,0.6793,0.014,0.0066,0.4615,0.9834,Ipsala
14063,474.048,195.0781,93.4496,0.8778,133.8117,0.9727,14458,0.6306,2.0875,0.7864,0.6859,0.0139,0.0066,0.4705,0.9822,Ipsala
14301,477.131,197.7606,92.4221,0.8841,134.9392,0.9809,14580,0.7168,2.1398,0.7894,0.6823,0.0138,0.0065,0.4656,0.9962,Ipsala
15523,501.58,208.568,96.3815,0.8868,140.5863,0.9791,15854,0.5983,2.164,0.7754,0.6741,0.0134,0.0062,0.4543,0.9832,Ipsala
13978,475.735,186.0272,97.7005,0.851,133.4067,0.9608,14548,0.6419,1.9041,0.7761,0.7171,0.0133,0.007,0.5143,0.9792,Ipsala
13523,462.477,195.0127,88.7483,0.8904,131.2175,0.9857,13719,0.6612,2.1974,0.7945,0.6729,0.0144,0.0066,0.4527,0.9949,Ipsala
14705,482.396,200.4886,94.0756,0.8831,136.832,0.983,14960,0.6026,2.1311,0.7941,0.6825,0.0136,0.0064,0.4658,0.9927,Ipsala
10820,413.271,171.2248,81.7547,0.8786,117.3731,0.98,11041,0.6073,2.0944,0.7961,0.6855,0.0158,0.0076,0.4699,0.9841,Ipsala
13683,476.355,198.2647,89.3791,0.8926,131.9914,0.9761,14018,0.634,2.2182,0.7578,0.6657,0.0145,0.0065,0.4432,0.9831,Ipsala
14908,491.942,199.6575,96.6173,0.8751,137.7732,0.968,15401,0.7276,2.0665,0.7741,0.69,0.0134,0.0065,0.4762,0.984,Ipsala
15120,493.118,204.6345,95.027,0.8856,138.7493,0.9812,15410,0.6784,2.1534,0.7814,0.678,0.0135,0.0063,0.4597,0.99,Ipsala
12828,446.184,180.5186,91.88,0.8608,127.8011,0.9751,13156,0.7832,1.9647,0.8097,0.708,0.0141,0.0072,0.5012,0.9848,Ipsala
13656,483.026,201.7476,87.8197,0.9003,131.8611,0.9682,14105,0.5684,2.2973,0.7355,0.6536,0.0148,0.0064,0.4272,0.9814,Ipsala
14363,486.5,198.7914,93.4304,0.8827,135.2314,0.9701,14805,0.7595,2.1277,0.7626,0.6803,0.0138,0.0065,0.4628,0.9846,Ipsala
14329,478.521,197.1579,93.8425,0.8795,135.0713,0.986,14533,0.6785,2.1009,0.7864,0.6851,0.0138,0.0065,0.4694,0.9861,Ipsala
14854,505.227,205.3437,94.4955,0.8878,137.5235,0.9599,15474,0.6348,2.1731,0.7313,0.6697,0.0138,0.0064,0.4485,0.9747,Ipsala
15243,502.927,201.4396,98.8417,0.8713,139.3126,0.9602,15874,0.6514,2.038,0.7573,0.6916,0.0132,0.0065,0.4783,0.9748,Ipsala
15149,486.545,199.0077,97.5453,0.8716,138.8823,0.982,15426,0.657,2.0402,0.8042,0.6979,0.0131,0.0064,0.487,0.9936,Ipsala
14783,479.887,194.9435,97.8535,0.8649,137.1944,0.9749,15163,0.6427,1.9922,0.8067,0.7038,0.0132,0.0066,0.4953,0.9867,Ipsala
15411,491.427,199.1893,100.0938,0.8646,140.0782,0.9793,15737,0.6147,1.99,0.8019,0.7032,0.0129,0.0065,0.4945,0.9842,Ipsala
14315,479.282,199.6698,92.1831,0.887,135.0053,0.9793,14618,0.654,2.166,0.7831,0.6761,0.0139,0.0064,0.4572,0.9902,Ipsala
14415,480.014,194.7895,95.6899,0.871,135.476,0.9706,14852,0.6147,2.0356,0.7862,0.6955,0.0135,0.0066,0.4837,0.9847,Ipsala
16052,507.756,204.4962,101.5808,0.8679,142.9617,0.9704,16541,0.6778,2.0131,0.7824,0.6991,0.0127,0.0063,0.4887,0.9839,Ipsala
11375,431.388,176.5309,83.9213,0.8798,120.3457,0.9785,11625,0.6839,2.1035,0.7681,0.6817,0.0155,0.0074,0.4648,0.9776,Ipsala
10797,424.793,181.4344,76.9078,0.9057,117.2483,0.9756,11067,0.5719,2.3591,0.7519,0.6462,0.0168,0.0071,0.4176,0.9852,Ipsala
15261,510.76,211.4599,93.2158,0.8976,139.3948,0.9716,15707,0.5871,2.2685,0.7351,0.6592,0.0139,0.0061,0.4345,0.9858,Ipsala
15081,496.392,203.8398,95.5413,0.8834,138.5703,0.976,15452,0.7248,2.1335,0.7691,0.6798,0.0135,0.0063,0.4621,0.986,Ipsala
10779,418.38,174.6587,79.3776,0.8908,117.1505,0.9731,11077,0.7045,2.2004,0.7738,0.6707,0.0162,0.0074,0.4499,0.9899,Ipsala
14800,494.081,202.4115,95.0954,0.8828,137.2733,0.9688,15277,0.5906,2.1285,0.7619,0.6782,0.0137,0.0064,0.4599,0.979,Ipsala
14920,493.638,206.3405,93.334,0.8919,137.8286,0.9844,15157,0.5828,2.2108,0.7694,0.668,0.0138,0.0063,0.4462,0.9864,Ipsala
13161,454.134,183.6383,92.7578,0.8631,129.4492,0.976,13484,0.6391,1.9798,0.8019,0.7049,0.014,0.007,0.4969,0.9838,Ipsala
15835,501.382,205.5013,99.1709,0.8759,141.9921,0.9829,16110,0.6215,2.0722,0.7916,0.691,0.013,0.0063,0.4774,0.9893,Ipsala
14194,481.696,197.4311,93.2937,0.8813,134.4335,0.9724,14597,0.7136,2.1162,0.7687,0.6809,0.0139,0.0066,0.4636,0.9812,Ipsala
14024,466.574,189.8066,95.2435,0.865,133.626,0.9748,14386,0.6375,1.9929,0.8095,0.704,0.0135,0.0068,0.4956,0.9877,Ipsala
16473,516.289,209.2855,102.2722,0.8725,144.8243,0.9676,17024,0.7804,2.0464,0.7766,0.692,0.0127,0.0062,0.4789,0.9799,Ipsala
13424,458.895,191.2304,90.3056,0.8815,130.7363,0.9862,13612,0.6804,2.1176,0.8011,0.6837,0.0142,0.0067,0.4674,0.9897,Ipsala
14898,485.116,196.1112,97.7006,0.8671,137.727,0.9821,15169,0.606,2.0073,0.7955,0.7023,0.0132,0.0066,0.4932,0.99,Ipsala
13214,461.664,198.7816,84.8721,0.9043,129.7096,0.9867,13392,0.8097,2.3421,0.7791,0.6525,0.015,0.0064,0.4258,0.9972,Ipsala
15604,502.461,211.9933,94.5618,0.895,140.9526,0.9851,15840,0.5641,2.2418,0.7767,0.6649,0.0136,0.0061,0.4421,0.9911,Ipsala
12485,445.294,179.7889,89.9368,0.8659,126.0809,0.9775,12773,0.6125,1.9991,0.7912,0.7013,0.0144,0.0072,0.4918,0.9831,Ipsala
13874,478.982,195.4758,91.783,0.8829,132.9095,0.974,14245,0.5906,2.1298,0.7599,0.6799,0.0141,0.0066,0.4623,0.9846,Ipsala
13624,465.113,189.4476,92.9661,0.8713,131.7066,0.9796,13908,0.6015,2.0378,0.7914,0.6952,0.0139,0.0068,0.4833,0.9849,Ipsala
13885,475.219,197.7238,90.7626,0.8884,132.9621,0.9848,14099,0.5795,2.1785,0.7726,0.6725,0.0142,0.0065,0.4522,0.9851,Ipsala
15112,498.739,206.8422,93.9801,0.8908,138.7126,0.9758,15487,0.5665,2.2009,0.7635,0.6706,0.0137,0.0062,0.4497,0.9898,Ipsala
15085,487.361,197.444,98.8435,0.8657,138.5887,0.9722,15516,0.7735,1.9975,0.7981,0.7019,0.0131,0.0066,0.4927,0.9842,Ipsala
13909,472.971,194.0648,92.2771,0.8797,133.077,0.9718,14312,0.7391,2.1031,0.7813,0.6857,0.014,0.0066,0.4702,0.9889,Ipsala
14374,486.56,204.6795,90.2152,0.8976,135.2832,0.9782,14694,0.6457,2.2688,0.763,0.661,0.0142,0.0063,0.4369,0.9911,Ipsala
15743,503.642,202.7338,100.328,0.869,141.579,0.9722,16194,0.6255,2.0207,0.7799,0.6983,0.0129,0.0064,0.4877,0.9855,Ipsala
15265,484.599,193.3957,101.5105,0.8512,139.4131,0.9794,15586,0.7062,1.9052,0.8168,0.7209,0.0127,0.0066,0.5197,0.99,Ipsala
12152,441.865,188.2692,82.4553,0.899,124.3881,0.9833,12358,0.5702,2.2833,0.7821,0.6607,0.0155,0.0068,0.4365,0.9967,Ipsala
15799,505.299,209.8111,97.3658,0.8858,141.8306,0.9784,16148,0.6895,2.1549,0.7776,0.676,0.0133,0.0062,0.457,0.9847,Ipsala
13300,463.226,190.1604,90.8027,0.8786,130.131,0.9753,13637,0.5994,2.0942,0.7789,0.6843,0.0143,0.0068,0.4683,0.9807,Ipsala
14352,474.848,199.7951,91.9945,0.8877,135.1796,0.9875,14533,0.7919,2.1718,0.7999,0.6766,0.0139,0.0064,0.4578,0.9942,Ipsala
11211,428.652,174.4925,83.4851,0.8781,119.4751,0.966,11606,0.6417,2.0901,0.7667,0.6847,0.0156,0.0074,0.4688,0.9799,Ipsala
12873,452.545,187.0752,88.699,0.8805,128.025,0.9746,13208,0.6647,2.1091,0.7899,0.6844,0.0145,0.0069,0.4683,0.9878,Ipsala
14351,470.771,195.6901,94.1114,0.8768,135.1749,0.9894,14505,0.8037,2.0793,0.8137,0.6908,0.0136,0.0066,0.4771,0.9922,Ipsala
16454,514.375,204.8507,103.6842,0.8624,144.7408,0.9729,16913,0.6244,1.9757,0.7815,0.7066,0.0124,0.0063,0.4992,0.9864,Ipsala
14178,479.388,198.7127,92.7836,0.8843,134.3577,0.972,14587,0.7739,2.1417,0.7753,0.6761,0.014,0.0065,0.4572,0.9791,Ipsala
13590,463.466,187.9185,93.7592,0.8666,131.5421,0.972,13981,0.6008,2.0043,0.795,0.7,0.0138,0.0069,0.49,0.9821,Ipsala
12227,447.29,187.278,83.8233,0.8942,124.7714,0.9771,12514,0.5863,2.2342,0.768,0.6662,0.0153,0.0069,0.4439,0.9917,Ipsala
12895,456.294,184.5114,91.0828,0.8697,128.1344,0.9698,13296,0.6145,2.0258,0.7783,0.6945,0.0143,0.0071,0.4823,0.9769,Ipsala
14206,475.584,192.3587,96.0132,0.8665,134.4903,0.9707,14635,0.7708,2.0035,0.7893,0.6992,0.0135,0.0068,0.4888,0.9794,Ipsala
14477,509.139,219.227,86.3201,0.9192,135.767,0.9758,14836,0.5484,2.5397,0.7018,0.6193,0.0151,0.006,0.3835,0.9741,Ipsala
12667,464.9,194.1761,84.76,0.8997,126.9966,0.9733,13014,0.6768,2.2909,0.7365,0.654,0.0153,0.0067,0.4278,0.9799,Ipsala
15000,493.849,196.591,98.1283,0.8665,138.1977,0.9752,15381,0.6101,2.0034,0.7729,0.703,0.0131,0.0065,0.4942,0.99,Ipsala
11749,441.944,186.1547,80.5651,0.9015,122.3082,0.9804,11984,0.5885,2.3106,0.7559,0.657,0.0158,0.0069,0.4317,0.9974,Ipsala
14233,473.84,197.2221,92.7986,0.8824,134.618,0.9839,14466,0.7725,2.1253,0.7966,0.6826,0.0139,0.0065,0.4659,0.9902,Ipsala
12608,454.539,191.9149,84.7067,0.8973,126.7004,0.979,12879,0.6106,2.2656,0.7669,0.6602,0.0152,0.0067,0.4359,0.9875,Ipsala
14493,485.204,201.5821,92.7382,0.8879,135.842,0.9771,14833,0.643,2.1737,0.7736,0.6739,0.0139,0.0064,0.4541,0.9871,Ipsala
14855,483.78,196.8708,97.7378,0.8681,137.5281,0.9716,15289,0.7855,2.0143,0.7976,0.6986,0.0133,0.0066,0.488,0.983,Ipsala
12824,464.778,198.1358,83.1536,0.9077,127.7812,0.985,13019,0.5705,2.3828,0.746,0.6449,0.0155,0.0065,0.4159,0.991,Ipsala
12501,451.281,185.8183,87.0528,0.8835,126.1617,0.9733,12844,0.6212,2.1345,0.7714,0.679,0.0149,0.007,0.461,0.984,Ipsala
15312,489.239,203.8087,96.5159,0.8808,139.6275,0.9832,15574,0.7896,2.1117,0.8039,0.6851,0.0133,0.0063,0.4693,0.9911,Ipsala
10797,424.793,181.4344,76.9078,0.9057,117.2483,0.9756,11067,0.5719,2.3591,0.7519,0.6462,0.0168,0.0071,0.4176,0.9852,Ipsala
5237,322.528,148.3253,45.4942,0.9518,81.6575,0.9805,5341,0.7092,3.2603,0.6326,0.5505,0.0283,0.0087,0.3031,0.9881,Jasmine
5144,312.987,135.8856,49.364,0.9317,80.9293,0.9583,5368,0.5228,2.7527,0.6599,0.5956,0.0264,0.0096,0.3547,0.9764,Jasmine
5349,327.39,151.2883,45.4064,0.9539,82.5261,0.9773,5473,0.7143,3.3319,0.6271,0.5455,0.0283,0.0085,0.2976,0.9914,Jasmine
5143,312.075,137.1847,49.016,0.934,80.9214,0.966,5324,0.5778,2.7988,0.6636,0.5899,0.0267,0.0095,0.3479,0.9738,Jasmine
5189,318.404,142.5915,47.506,0.9429,81.2825,0.9641,5382,0.4779,3.0015,0.6432,0.57,0.0275,0.0092,0.3249,0.9753,Jasmine
5136,318.788,144.9194,46.5435,0.947,80.8663,0.9761,5262,0.4533,3.1136,0.6351,0.558,0.0282,0.0091,0.3114,0.9695,Jasmine
5271,312.512,142.6814,47.6716,0.9425,81.9222,0.9794,5382,0.6605,2.993,0.6782,0.5742,0.0271,0.009,0.3297,0.9867,Jasmine
9033,414.044,180.5094,65.7987,0.9312,107.2435,0.9622,9388,0.8055,2.7434,0.6621,0.5941,0.02,0.0073,0.353,0.9683,Jasmine
5662,341.037,154.5433,47.519,0.9516,84.9063,0.9623,5884,0.5284,3.2522,0.6118,0.5494,0.0273,0.0084,0.3018,0.9817,Jasmine
5125,315.244,140.5486,47.6723,0.9407,80.7797,0.9639,5317,0.5103,2.9482,0.6481,0.5747,0.0274,0.0093,0.3303,0.9739,Jasmine
5076,323.433,144.6664,45.7801,0.9486,80.3926,0.9658,5256,0.4652,3.16,0.6098,0.5557,0.0285,0.009,0.3088,0.9759,Jasmine
5434,331.906,148.9192,47.5293,0.9477,83.1792,0.9625,5646,0.6396,3.1332,0.6199,0.5586,0.0274,0.0087,0.312,0.9775,Jasmine
7924,401.821,182.831,56.2339,0.9515,100.4448,0.9761,8118,0.4429,3.2513,0.6167,0.5494,0.0231,0.0071,0.3018,0.9813,Jasmine
5100,329.438,151.2306,44.1601,0.9564,80.5824,0.9605,5310,0.4329,3.4246,0.5905,0.5328,0.0297,0.0087,0.2839,0.9723,Jasmine
10512,476.095,222.6706,61.9247,0.9606,115.6905,0.9778,10751,0.8391,3.5958,0.5828,0.5196,0.0212,0.0059,0.2699,0.9707,Jasmine
10329,456.603,202.7652,66.5324,0.9446,114.6791,0.9678,10673,0.6152,3.0476,0.6226,0.5656,0.0196,0.0064,0.3199,0.9749,Jasmine
10981,454.578,204.6317,69.0345,0.9414,118.2432,0.9819,11183,0.4796,2.9642,0.6678,0.5778,0.0186,0.0063,0.3339,0.9897,Jasmine
5259,305.113,136.7149,49.7436,0.9315,81.8289,0.9797,5368,0.5478,2.7484,0.7099,0.5985,0.026,0.0095,0.3582,0.9846,Jasmine
4999,314.821,140.0727,46.7466,0.9427,79.7805,0.9647,5182,0.5227,2.9964,0.6338,0.5696,0.028,0.0094,0.3244,0.9721,Jasmine
5626,313.505,136.0081,53.2081,0.9203,84.636,0.9729,5783,0.6923,2.5562,0.7193,0.6223,0.0242,0.0095,0.3872,0.9898,Jasmine
5541,353.105,166.01,43.1024,0.9657,83.9942,0.9707,5708,0.4604,3.8515,0.5585,0.506,0.03,0.0078,0.256,0.986,Jasmine
5681,356.839,168.0996,44.1355,0.9649,85.0487,0.9723,5843,0.8105,3.8087,0.5606,0.5059,0.0296,0.0078,0.256,0.9749,Jasmine
9959,433.843,192.6676,66.801,0.938,112.6064,0.9721,10245,0.7596,2.8842,0.6649,0.5845,0.0193,0.0067,0.3416,0.9852,Jasmine
9417,429.395,191.097,64.5206,0.9413,109.4993,0.977,9639,0.4739,2.9618,0.6418,0.573,0.0203,0.0069,0.3283,0.9725,Jasmine
10991,463.32,208.8652,67.7951,0.9459,118.297,0.9769,11251,0.5871,3.0808,0.6434,0.5664,0.019,0.0062,0.3208,0.9883,Jasmine
5298,324.387,145.9017,47.1829,0.9463,82.1317,0.9768,5424,0.4613,3.0923,0.6327,0.5629,0.0275,0.0089,0.3169,0.9799,Jasmine
5218,313.836,138.4056,49.6342,0.9335,81.5093,0.9733,5361,0.5945,2.7885,0.6657,0.5889,0.0265,0.0095,0.3468,0.9671,Jasmine
5164,324.944,148.7689,45.5581,0.952,81.0864,0.9672,5339,0.5063,3.2655,0.6146,0.545,0.0288,0.0088,0.2971,0.9701,Jasmine
